subject,condition,trial,rt_ms,correct
16,incongruent,68,686.5247515813828,1
16,incongruent,69,865.2082514789008,1
16,incongruent,70,523.286358012815,1
16,incongruent,71,661.6533396388236,1
16,incongruent,72,644.3649987547572,1
16,incongruent,73,552.4976899402009,1
16,incongruent,74,867.8702726895638,1
16,incongruent,75,638.3557570567527,1
16,incongruent,76,589.5086463078691,1
16,incongruent,77,585.172454200768,1
16,incongruent,78,654.4097350270729,1
16,incongruent,79,528.4231727012043,1
16,incongruent,80,568.0947564162144,1
16,incongruent,81,778.2026835561007,1
16,incongruent,82,274.7834918745276,1
16,incongruent,83,582.4008760025662,1
16,incongruent,84,712.2214891221006,1
16,incongruent,85,494.61087158390256,0
16,incongruent,86,709.1690778103077,0
16,incongruent,87,130.18655458177452,1
16,incongruent,88,777.5656819111941,1
16,incongruent,89,584.4696226025369,1
16,incongruent,90,542.1673708607694,1
16,incongruent,91,620.4478326436483,1
16,incongruent,92,674.8320318094535,1
16,incongruent,93,740.8029105373311,0
16,incongruent,94,80.54160969330783,1
16,incongruent,95,780.8302325035359,1
16,incongruent,96,508.0357293322621,0
16,incongruent,97,151.761614767336,1
16,incongruent,98,594.8622924214566,1
16,incongruent,99,677.3753545165521,0
16,incongruent,100,712.7384847449672,0
17,congruent,1,665.637810366817,1
17,congruent,2,676.7935780492883,1
17,congruent,3,159.01531430475367,1
17,congruent,4,627.4983820541358,1
17,congruent,5,482.8599055454565,1
17,congruent,6,638.705206760313,1
17,congruent,7,429.99297430258946,1
17,congruent,8,406.89661476179714,1
17,congruent,9,682.8161947801286,1
17,congruent,10,472.3942626687763,1
17,congruent,11,725.1911757886633,1
17,congruent,12,2454.877357384686,1
17,congruent,13,370.9249148173164,1
17,congruent,14,2256.035882153203,1
17,congruent,15,615.0303928603321,1
17,congruent,16,512.5086442448456,1
17,congruent,17,2356.751800870494,1
17,congruent,18,497.869005650204,1
17,congruent,19,444.63700155793896,1
17,congruent,20,843.1241847180693,1
17,congruent,21,601.3934140566741,1
17,congruent,22,735.0612719908429,1
17,congruent,23,377.3661297015607,1
17,congruent,24,696.0064627628781,1
17,congruent,25,515.3398651461291,1
17,congruent,26,591.5504803433458,1
17,congruent,27,636.2527650869743,0
17,congruent,28,352.37874566921664,1
17,congruent,29,738.2386899609016,1
17,congruent,30,692.8329907350271,1
17,congruent,31,633.3650023190394,1
17,congruent,32,666.6346513423262,1
17,congruent,33,526.749029295148,1
17,congruent,34,644.378814141348,1
17,congruent,35,525.5573115251008,1
17,congruent,36,630.1800535829769,1
17,congruent,37,535.9886447814982,1
17,congruent,38,841.9120506764417,1
17,congruent,39,760.2378767598303,1
17,congruent,40,649.997528104892,1
17,congruent,41,720.3549008211619,1
17,congruent,42,595.2531644913059,1
17,congruent,43,587.940141950598,1
17,congruent,44,605.3459315206129,1
17,congruent,45,449.36201937273,1
17,congruent,46,450.2838199521102,1
17,congruent,47,729.8747188831051,1
17,congruent,48,650.7029803367831,1
17,congruent,49,711.104707555363,1
17,congruent,50,423.20625603978374,1
17,congruent,51,455.1948610248339,1
17,congruent,52,529.088124981911,1
17,congruent,53,811.203772348112,1
17,congruent,54,516.0645258383903,1
17,congruent,55,695.6742053733157,1
17,congruent,56,533.9178567933106,1
17,congruent,57,529.1450168116808,1
17,congruent,58,691.432642048627,1
17,congruent,59,616.8041130700448,1
17,congruent,60,475.65805785461436,1
17,congruent,61,402.2404928432065,1
17,congruent,62,572.1596815532395,1
17,congruent,63,514.9991041939621,1
17,congruent,64,433.895764419544,1
17,congruent,65,444.5024867335418,1
17,congruent,66,634.0821704513479,1
17,congruent,67,589.733478257673,1
17,congruent,68,636.4310718291367,1
17,congruent,69,496.27797399838914,1
17,congruent,70,875.1689394995054,1
17,congruent,71,227.29554400240534,1
17,congruent,72,2438.3184035214563,1
17,congruent,73,580.9214483055754,1
17,congruent,74,319.78626239076084,1
17,congruent,75,131.6525980833546,0
17,congruent,76,674.175923390173,1
17,congruent,77,823.1812833246731,1
17,congruent,78,663.1139348874493,1
17,congruent,79,2335.2129327431685,1
17,congruent,80,345.4221671768544,1
17,congruent,81,530.5875048183825,1
17,congruent,82,694.8737018591452,1
17,congruent,83,491.5658641508884,1
17,congruent,84,698.3696750960876,1
17,congruent,85,325.0433640704065,1
17,congruent,86,487.378457645495,1
17,congruent,87,392.30974594061854,1
17,congruent,88,567.5005833112632,1
17,congruent,89,482.23647377453574,0
17,congruent,90,455.202565246931,1
17,congruent,91,540.9745429112211,1
17,congruent,92,591.4288703863082,1
17,congruent,93,582.1272496083333,1
17,congruent,94,747.5549973691067,1
17,congruent,95,340.5613262571809,1
17,congruent,96,886.0567258483404,1
17,congruent,97,484.1650681026655,1
17,congruent,98,750.8425018929408,1
17,congruent,99,632.578286593083,1
17,congruent,100,442.65244161690663,1
17,incongruent,1,551.3836273240269,1
17,incongruent,2,142.24798633595628,1
17,incongruent,3,591.846381040766,1
17,incongruent,4,786.359313156503,1
17,incongruent,5,658.8255579966703,1
17,incongruent,6,962.1846440293871,1
17,incongruent,7,819.756398306375,1
17,incongruent,8,619.2673091380165,1
17,incongruent,9,404.241653140094,0
17,incongruent,10,719.5311280318142,1
17,incongruent,11,714.1637700771677,1
17,incongruent,12,673.296086958329,1
17,incongruent,13,695.2930069183642,1
17,incongruent,14,930.368771482159,1
17,incongruent,15,492.89797128474646,1
17,incongruent,16,681.5042984204218,1
17,incongruent,17,860.8749355529615,1
17,incongruent,18,601.2512691908851,1
17,incongruent,19,685.842932282082,1
17,incongruent,20,823.2522477797884,1
17,incongruent,21,167.5761497063251,1
17,incongruent,22,543.7254318114034,0
17,incongruent,23,817.4415787317406,1
17,incongruent,24,667.4557762263307,1
17,incongruent,25,427.4490606020273,1
17,incongruent,26,728.3492791744798,1
17,incongruent,27,690.1854133867638,1
17,incongruent,28,631.8273272063067,1
17,incongruent,29,614.1440018942347,1
17,incongruent,30,520.4571215422958,1
17,incongruent,31,773.0448057786789,1
17,incongruent,32,667.637501356207,1
17,incongruent,33,660.9588624086131,1
17,incongruent,34,710.0164120155612,1
17,incongruent,35,608.4581169190549,1
17,incongruent,36,619.6154396196725,1
17,incongruent,37,687.9228182139022,1
17,incongruent,38,705.0238929913015,1
17,incongruent,39,599.5199712353765,1
17,incongruent,40,779.9727591626241,1
17,incongruent,41,674.0829157971075,1
17,incongruent,42,601.7482095853333,1
17,incongruent,43,655.7105959199148,1
17,incongruent,44,688.29274267661,1
17,incongruent,45,441.46838106806626,1
17,incongruent,46,603.8736965481646,0
17,incongruent,47,1918.9990683692363,1
17,incongruent,48,493.6036960141342,0
17,incongruent,49,806.7375235866566,1
17,incongruent,50,674.9983050393754,1
17,incongruent,51,684.1784695915629,1
17,incongruent,52,870.1879153359421,1
17,incongruent,53,787.4926648366027,1
17,incongruent,54,785.1113724281478,1
17,incongruent,55,375.36584210208883,1
17,incongruent,56,136.13920520584534,1
17,incongruent,57,597.559621819036,1
17,incongruent,58,772.574077955371,1
17,incongruent,59,668.153594357535,1
17,incongruent,60,672.1826018991925,1
17,incongruent,61,750.2736188549732,1
17,incongruent,62,135.31516766228938,1
17,incongruent,63,575.264049300385,1
17,incongruent,64,712.1258037376209,1
17,incongruent,65,781.456050015464,0
17,incongruent,66,446.1361552984797,1
17,incongruent,67,669.1478101018931,1
17,incongruent,68,792.8541715384653,1
17,incongruent,69,865.7273509512477,1
17,incongruent,70,553.4267374717102,1
17,incongruent,71,609.0227049652594,0
17,incongruent,72,814.5167579785209,1
17,incongruent,73,649.0573563973091,1
17,incongruent,74,787.8834273269158,1
17,incongruent,75,663.514835578633,1
17,incongruent,76,891.9188030084849,1
17,incongruent,77,705.0765283131117,1
17,incongruent,78,830.2603227011707,1
17,incongruent,79,582.4375928882187,1
17,incongruent,80,510.75910885615167,1
17,incongruent,81,579.1669926644499,1
17,incongruent,82,752.1787522177217,0
17,incongruent,83,822.0256292167871,1
17,incongruent,84,894.1354915284625,1
17,incongruent,85,680.7803195306028,1
17,incongruent,86,679.9152574128838,1
17,incongruent,87,798.0245118375915,1
17,incongruent,88,693.3512636231859,1
17,incongruent,89,819.4337881434916,1
17,incongruent,90,2575.8884345964066,1
17,incongruent,91,820.4597421540203,1
17,incongruent,92,617.0508079716019,1
17,incongruent,93,743.7218277781147,1
17,incongruent,94,850.3299473225725,1
17,incongruent,95,809.4220286006209,1
17,incongruent,96,691.4345405064387,1
17,incongruent,97,950.2335544354253,1
17,incongruent,98,896.4099069421557,1
17,incongruent,99,584.8764966615223,1
17,incongruent,100,702.9559290913082,0
18,congruent,1,687.8920046375023,1
18,congruent,2,921.8453767720234,1
18,congruent,3,599.3790374605485,1
18,congruent,4,567.8369441543492,1
18,congruent,5,701.4874744893722,1
18,congruent,6,576.4104254967315,1
18,congruent,7,636.8214772843554,1
18,congruent,8,831.2584103745814,1
18,congruent,9,849.4187763737689,1
18,congruent,10,484.9128748873544,1
18,congruent,11,819.8568766738076,1
18,congruent,12,779.2777576589706,1
18,congruent,13,784.7906652978113,1
18,congruent,14,478.7465232766262,1
18,congruent,15,534.4448179680455,1
18,congruent,16,464.723222110319,1
18,congruent,17,647.9873490076401,1
18,congruent,18,674.0062308655985,1
18,congruent,19,587.0756751129828,1
18,congruent,20,698.6919317881456,1
18,congruent,21,546.4909032375889,1
18,congruent,22,2426.1601866848964,1
18,congruent,23,770.256640741485,1
18,congruent,24,428.7015386976889,1
18,congruent,25,186.9159072300066,1
18,congruent,26,718.869394232577,1
18,congruent,27,125.23685543433658,1
18,congruent,28,757.5102611509212,1
18,congruent,29,135.05760517505055,1
18,congruent,30,166.27238223572456,1
18,congruent,31,606.8610071628494,1
18,congruent,32,487.12690700825345,1
18,congruent,33,496.6008282075806,1
18,congruent,34,593.0480711083675,1
18,congruent,35,582.9686941450732,0
18,congruent,36,719.0853372147926,1
18,congruent,37,707.3430117296997,1
18,congruent,38,642.66109355781,1
18,congruent,39,465.0292125166983,1
18,congruent,40,427.9855178067256,1
18,congruent,41,588.7917231961632,1
18,congruent,42,516.670330638206,1
18,congruent,43,496.87385866057684,1
18,congruent,44,661.5890628510982,1
18,congruent,45,563.5183493454454,1
18,congruent,46,292.9571750503376,1
18,congruent,47,555.0831305607427,1
18,congruent,48,753.5650647798523,1
18,congruent,49,753.7774326001287,1
18,congruent,50,449.80897125273833,1
18,congruent,51,546.0078593139356,1
18,congruent,52,479.0487666999634,1
18,congruent,53,144.55046614129287,1
18,congruent,54,867.6811332868596,1
18,congruent,55,521.3153770841593,1
18,congruent,56,708.5140114872517,1
18,congruent,57,628.7050936100734,1
18,congruent,58,543.6155608325306,1
18,congruent,59,636.4354581784884,1
18,congruent,60,897.794407460733,1
18,congruent,61,692.98801536601,1
18,congruent,62,665.3171465236204,1
18,congruent,63,573.5600871805348,1
18,congruent,64,658.4004048567477,1
18,congruent,65,569.4706889476483,1
18,congruent,66,609.7451493151625,1
18,congruent,67,657.9226044652465,1
18,congruent,68,587.3920224412693,1
18,congruent,69,185.69130007948814,1
18,congruent,70,555.9796349579009,1
18,congruent,71,637.2874117522517,1
18,congruent,72,560.5218399146023,1
18,congruent,73,408.54710613469416,1
18,congruent,74,481.8401578569505,1
18,congruent,75,564.4379277236258,1
18,congruent,76,825.4500580994934,1
18,congruent,77,600.765089855893,1
18,congruent,78,757.0807631572013,1
18,congruent,79,647.1229503996201,1
18,congruent,80,390.9619779160718,1
18,congruent,81,537.7025866003612,1
18,congruent,82,530.2228719034503,1
18,congruent,83,588.8021401217175,1
18,congruent,84,2227.0119072534044,1
18,congruent,85,519.8503042428798,1
18,congruent,86,529.0997181329873,1
18,congruent,87,638.243078905459,1
18,congruent,88,526.8734052088245,1
18,congruent,89,299.85228010588736,1
18,congruent,90,619.5096330849309,0
18,congruent,91,634.1356478142122,1
18,congruent,92,571.1510924983926,1
18,congruent,93,700.9737060967421,1
18,congruent,94,656.8924512635709,1
18,congruent,95,710.3264994299537,1
18,congruent,96,474.6084292474404,1
18,congruent,97,661.3434293484311,1
18,congruent,98,584.3165335061849,1
18,congruent,99,472.0944202031417,1
18,congruent,100,791.2238511599987,1
18,incongruent,1,672.9284075565646,1
18,incongruent,2,704.4743348223211,1
18,incongruent,3,126.63588514572626,1
18,incongruent,4,665.6346337998283,1
18,incongruent,5,741.8349684264344,1
18,incongruent,6,722.099324623347,0
18,incongruent,7,516.1905517299195,1
18,incongruent,8,730.5921077434965,0
18,incongruent,9,398.807044466389,1
18,incongruent,10,653.4938536648957,1
18,incongruent,11,657.0960870196421,1
18,incongruent,12,601.9879698360662,1
18,incongruent,13,713.1186969868174,1
18,incongruent,14,675.7577691679367,1
18,incongruent,15,576.2023512812907,1
18,incongruent,16,915.5766656112057,1
18,incongruent,17,727.6321728451834,1
18,incongruent,18,188.016378197321,0
18,incongruent,19,732.9170023832431,1
18,incongruent,20,525.2207216452449,1
18,incongruent,21,667.3806269242434,0
18,incongruent,22,763.4967554266547,1
18,incongruent,23,604.8813542865887,1
18,incongruent,24,553.0481538321656,1
18,incongruent,25,677.6739080862396,1
18,incongruent,26,546.6004038916697,1
18,incongruent,27,604.6181749801927,1
18,incongruent,28,737.5595880217438,1
18,incongruent,29,485.13271252834124,1
18,incongruent,30,807.1765984684378,1
18,incongruent,31,2623.6101682105677,1
18,incongruent,32,685.104520858407,1
18,incongruent,33,655.47353779151,1
18,incongruent,34,798.5496040092407,1
18,incongruent,35,705.7028120203233,1
18,incongruent,36,867.4416047040984,1
18,incongruent,37,454.6676238665513,1
18,incongruent,38,724.2383133608495,1
18,incongruent,39,683.4623156877019,1
18,incongruent,40,567.2188570870796,1
18,incongruent,41,2086.2157626181415,1
18,incongruent,42,838.3361664413175,1
18,incongruent,43,961.8527101959901,1
18,incongruent,44,2409.00685770694,1
18,incongruent,45,692.3433885861054,1
18,incongruent,46,739.2852835671342,1
18,incongruent,47,774.7214763596617,1
18,incongruent,48,675.5445597569344,1
18,incongruent,49,451.74317214632117,1
18,incongruent,50,533.4317860090956,1
18,incongruent,51,557.6644640680406,1
18,incongruent,52,588.9955558497031,1
18,incongruent,53,876.4315766360818,1
18,incongruent,54,678.9474256598004,1
18,incongruent,55,704.5262530589508,1
18,incongruent,56,844.33247307103,1
18,incongruent,57,579.5768048947574,1
18,incongruent,58,671.0891387716309,1
18,incongruent,59,2163.8662245500313,1
18,incongruent,60,444.65727595113185,1
18,incongruent,61,734.9892681560821,1
18,incongruent,62,606.3182668517586,1
18,incongruent,63,831.3283526622845,1
18,incongruent,64,592.2771880968637,1
18,incongruent,65,760.2257318766619,1
18,incongruent,66,2165.2192622861407,1
18,incongruent,67,118.5593435617912,1
18,incongruent,68,715.5201240858919,0
18,incongruent,69,783.0960093512601,1
18,incongruent,70,906.4726686756187,1
18,incongruent,71,871.3147038796517,1
18,incongruent,72,808.8611870322401,1
18,incongruent,73,836.785427394557,1
18,incongruent,74,591.7699386097282,1
18,incongruent,75,765.7488343766759,1
18,incongruent,76,899.4099051731815,1
18,incongruent,77,816.9314937085529,1
18,incongruent,78,990.1195326194012,1
18,incongruent,79,503.71877719082045,1
18,incongruent,80,2147.6377234880697,1
18,incongruent,81,630.637274858863,1
18,incongruent,82,792.6800802437207,1
18,incongruent,83,2278.2715651909703,1
18,incongruent,84,645.2808082958156,1
18,incongruent,85,770.991587162114,1
18,incongruent,86,979.242468353664,1
18,incongruent,87,785.5182146803057,1
18,incongruent,88,767.2201229693067,1
18,incongruent,89,757.8022497050608,1
18,incongruent,90,718.5291390147828,1
18,incongruent,91,712.2984770868649,1
18,incongruent,92,632.1924172635627,1
18,incongruent,93,611.3647484306921,1
18,incongruent,94,691.8400773693425,1
18,incongruent,95,593.0807925784279,1
18,incongruent,96,750.9680975579053,1
18,incongruent,97,739.0202810877747,1
18,incongruent,98,657.012034822919,1
18,incongruent,99,744.7742985755408,1
18,incongruent,100,677.88958400794,1
19,congruent,1,578.0642542480446,1
19,congruent,2,597.8013775600486,1
19,congruent,3,674.2995002142862,1
19,congruent,4,581.127863733221,1
19,congruent,5,518.1781734528226,0
19,congruent,6,623.8539087378429,1
19,congruent,7,425.2283601021333,1
19,congruent,8,515.941239295608,1
19,congruent,9,669.7016889857415,1
19,congruent,10,361.4470686097593,1
19,congruent,11,603.4162944385959,1
19,congruent,12,623.7969113321172,1
19,congruent,13,723.0749951692142,1
19,congruent,14,764.3660093046909,1
19,congruent,15,499.9882155382594,1
19,congruent,16,453.78090274083013,1
19,congruent,17,537.4117905763454,1
19,congruent,18,719.0742420389289,0
19,congruent,19,438.03217883360827,1
19,congruent,20,590.9920615546636,1
19,congruent,21,1964.255117064274,1
19,congruent,22,597.7593286617703,1
19,congruent,23,423.9958695876895,1
19,congruent,24,581.034314710049,1
19,congruent,25,691.4526742114397,1
19,congruent,26,652.3775006396743,1
19,congruent,27,704.6687917451336,1
19,congruent,28,399.98757245266296,1
19,congruent,29,522.10528628364,1
19,congruent,30,441.00118779522427,1
19,congruent,31,551.9845128616215,1
19,congruent,32,419.7408367815973,1
19,congruent,33,576.9455431767207,1
19,congruent,34,521.1575514894965,1
19,congruent,35,539.3148770025181,1
19,congruent,36,840.2763936393112,1
19,congruent,37,814.7251578191895,1
19,congruent,38,590.8181565068933,1
19,congruent,39,767.387238095811,1
19,congruent,40,2210.4086929499285,0
19,congruent,41,489.6836874113751,0
19,congruent,42,565.5866652348591,1
19,congruent,43,374.2820329255825,1
19,congruent,44,448.32224380133323,1
19,congruent,45,610.0969888200515,1
19,congruent,46,423.2876415836308,1
19,congruent,47,683.6643898189268,0
19,congruent,48,478.19371272381625,1
19,congruent,49,461.8333131254354,0
19,congruent,50,460.0167170173483,1
19,congruent,51,608.4899051932628,1
19,congruent,52,476.38276702634033,1
19,congruent,53,422.62142272641523,1
19,congruent,54,609.695175391697,1
19,congruent,55,641.7038899642796,0
19,congruent,56,474.57340789342766,1
19,congruent,57,487.4202011679224,1
19,congruent,58,483.91619718859505,1
19,congruent,59,727.1413135548936,1
19,congruent,60,487.85556200579447,1
19,congruent,61,534.284728199277,1
19,congruent,62,718.624705318813,1
19,congruent,63,442.48468653168794,1
19,congruent,64,826.8838963595382,1
19,congruent,65,149.56230268715657,1
19,congruent,66,578.9296500122877,1
19,congruent,67,522.706575638442,1
19,congruent,68,532.6942750188865,1
19,congruent,69,544.899925414164,1
19,congruent,70,765.7260781085241,1
19,congruent,71,651.148425363061,1
19,congruent,72,477.08337330975706,1
19,congruent,73,439.71640999030535,1
19,congruent,74,805.1268907076352,1
19,congruent,75,677.0763878121523,1
19,congruent,76,596.1994098856086,1
19,congruent,77,2090.2204187404304,1
19,congruent,78,429.70506274498416,1
19,congruent,79,685.2723785844951,1
19,congruent,80,761.4897228159997,0
19,congruent,81,577.6381027748707,1
19,congruent,82,591.4301377826043,1
19,congruent,83,394.231770214829,1
19,congruent,84,594.3957966521314,1
19,congruent,85,343.3987559573794,0
19,congruent,86,492.35718193220276,1
19,congruent,87,532.1752551717477,1
19,congruent,88,666.1742073300576,1
19,congruent,89,428.26706403562696,1
19,congruent,90,422.0879888969714,1
19,congruent,91,485.12400824495705,1
19,congruent,92,508.751662160862,1
19,congruent,93,132.72326948910202,1
19,congruent,94,543.5619326422276,1
19,congruent,95,394.1954632093284,1
19,congruent,96,502.9932926486965,1
19,congruent,97,611.8742743688755,1
19,congruent,98,457.79122691759414,0
19,congruent,99,595.559345531678,1
19,congruent,100,477.5205240650051,1
19,incongruent,1,638.0140691074968,1
19,incongruent,2,745.3116892590405,1
19,incongruent,3,505.6390263531831,0
19,incongruent,4,767.0262370380339,0
19,incongruent,5,873.9509066346046,1
19,incongruent,6,708.7067676001388,1
19,incongruent,7,784.5206584789156,1
19,incongruent,8,662.0698223842181,0
19,incongruent,9,676.8323495633341,0
19,incongruent,10,625.7479253763115,1
19,incongruent,11,521.3458515630497,1
19,incongruent,12,558.0540882746318,1
19,incongruent,13,509.3292917529743,1
19,incongruent,14,667.68486320738,1
19,incongruent,15,655.1070306499618,1
19,incongruent,16,674.870715683832,1
19,incongruent,17,549.0987172436872,1
19,incongruent,18,731.5561694832627,0
19,incongruent,19,663.6207495838736,1
19,incongruent,20,804.9228580430088,1
19,incongruent,21,619.1912921715948,0
19,incongruent,22,489.1135804637946,0
19,incongruent,23,680.8196189181364,0
19,incongruent,24,467.04729615599604,1
19,incongruent,25,756.4444289224269,1
19,incongruent,26,724.5203535557566,1
19,incongruent,27,761.9634395574149,1
19,incongruent,28,676.1628193992938,1
19,incongruent,29,598.3315405982892,1
19,incongruent,30,742.6193833225759,1
19,incongruent,31,649.9316268740156,1
19,incongruent,32,347.2778144822098,1
19,incongruent,33,738.4867191678912,0
19,incongruent,34,703.2963017721204,1
19,incongruent,35,729.5506832275016,1
19,incongruent,36,545.7789390257743,1
19,incongruent,37,729.9668782843175,1
19,incongruent,38,817.9747308971613,0
19,incongruent,39,632.7254791943111,1
19,incongruent,40,653.0661063602188,1
19,incongruent,41,647.0206655107999,1
19,incongruent,42,695.2050471552216,1
19,incongruent,43,724.3156998560811,1
19,incongruent,44,599.5093141628028,1
19,incongruent,45,526.124582142213,1
19,incongruent,46,587.2522855775784,1
19,incongruent,47,889.3696256110702,1
19,incongruent,48,646.1868285198638,1
19,incongruent,49,624.5622042796588,0
19,incongruent,50,794.691238861896,1
19,incongruent,51,575.4624740579775,1
19,incongruent,52,150.44421054690787,1
19,incongruent,53,678.9982135751,1
19,incongruent,54,726.8360678878228,1
19,incongruent,55,454.7383022281525,1
19,incongruent,56,768.2857340304482,1
19,incongruent,57,2183.615677609529,1
19,incongruent,58,2655.3901685676387,1
19,incongruent,59,454.97523221296655,1
19,incongruent,60,553.3740982168606,1
19,incongruent,61,859.1616450027967,1
19,incongruent,62,2646.105591023772,1
19,incongruent,63,651.2168977498873,0
19,incongruent,64,679.5564288411508,0
19,incongruent,65,404.9781861071364,1
19,incongruent,66,563.9722444061267,1
19,incongruent,67,665.4459821547804,1
19,incongruent,68,2186.8655285599884,1
19,incongruent,69,457.73948772371136,1
19,incongruent,70,650.5883099927843,1
19,incongruent,71,511.0698038403678,1
19,incongruent,72,729.6795410300687,1
19,incongruent,73,724.0725340092059,1
19,incongruent,74,612.23503805536,1
19,incongruent,75,794.55827642203,0
19,incongruent,76,628.6211264395647,1
19,incongruent,77,1857.0607489430495,1
19,incongruent,78,2409.9627560742642,1
19,incongruent,79,650.730194131513,1
19,incongruent,80,639.5305455398039,0
19,incongruent,81,565.6854907459698,1
19,incongruent,82,684.2727815125463,1
19,incongruent,83,606.8301721733956,0
19,incongruent,84,646.0368536445667,1
19,incongruent,85,507.2418614555945,1
19,incongruent,86,718.1864461603107,1
19,incongruent,87,412.3322405504109,0
19,incongruent,88,958.684677532968,1
19,incongruent,89,543.9268081565975,1
19,incongruent,90,514.0161731357395,0
19,incongruent,91,616.5082674846803,1
19,incongruent,92,853.0627196158687,0
19,incongruent,93,762.9902119603311,1
19,incongruent,94,558.4032668597581,1
19,incongruent,95,604.7270274680756,1
19,incongruent,96,741.4262344823345,1
19,incongruent,97,722.3829549401908,1
19,incongruent,98,665.5112678868137,1
19,incongruent,99,644.8605598687419,0
19,incongruent,100,816.6295364199099,1
20,congruent,1,686.3126014937715,1
20,congruent,2,584.8286410059532,1
20,congruent,3,487.445043118416,1
20,congruent,4,685.0557858903379,1
20,congruent,5,526.4817485460538,1
20,congruent,6,166.17757740774246,1
20,congruent,7,482.0103464087251,1
20,congruent,8,132.66770573420737,1
20,congruent,9,639.9063709682381,1
20,congruent,10,541.5975919740227,1
20,congruent,11,574.8709724200667,1
20,congruent,12,586.0081783986309,1
20,congruent,13,441.49848721981573,1
20,congruent,14,477.66886565571235,1
20,congruent,15,640.3705222558616,1
20,congruent,16,765.4607935333863,1
20,congruent,17,665.2848469583628,1
20,congruent,18,766.8090203729039,1
20,congruent,19,529.033206770281,1
20,congruent,20,822.645326782612,1
20,congruent,21,413.89172379846843,1
20,congruent,22,656.6361947328523,1
20,congruent,23,845.4935792856377,1
20,congruent,24,772.7870962453246,1
20,congruent,25,546.3743436114704,1
20,congruent,26,576.3922140410551,1
20,congruent,27,571.6936527182218,1
20,congruent,28,661.8831261451455,1
20,congruent,29,756.7379466098143,1
20,congruent,30,570.7557155319718,1
20,congruent,31,443.8223374965338,1
20,congruent,32,2175.9058423371475,1
20,congruent,33,545.8737752139606,1
20,congruent,34,628.302005702057,1
20,congruent,35,657.3962214740659,1
20,congruent,36,651.2726824992865,1
20,congruent,37,707.3285893274327,1
20,congruent,38,665.6478462574971,1
20,congruent,39,756.4404102662738,1
20,congruent,40,607.3726557887846,1
20,congruent,41,644.0221511568654,1
20,congruent,42,2346.4556062508746,1
20,congruent,43,436.6584120302041,1
20,congruent,44,535.5279682166843,1
20,congruent,45,708.3955850424799,1
20,congruent,46,607.7990179609844,1
20,congruent,47,809.1127827214685,1
20,congruent,48,571.9585350171694,1
20,congruent,49,496.97512321361944,1
20,congruent,50,437.31727147611275,1
20,congruent,51,597.4553489924393,1
20,congruent,52,594.9798366064883,1
20,congruent,53,710.7019967376928,1
20,congruent,54,545.0864374342168,1
20,congruent,55,485.10083312372757,1
20,congruent,56,558.5565632496,1
20,congruent,57,857.7106861798659,1
20,congruent,58,667.5143004206468,1
20,congruent,59,493.9967001975127,1
20,congruent,60,616.9713925598674,1
20,congruent,61,467.728738407269,1
20,congruent,62,410.3508962351881,0
20,congruent,63,612.6194982283507,1
20,congruent,64,451.8432192032743,1
20,congruent,65,685.9550257751433,1
20,congruent,66,505.74018056446766,1
20,congruent,67,724.8699629550172,1
20,congruent,68,646.7658261594906,1
20,congruent,69,684.5028310236136,1
20,congruent,70,679.1967277452788,1
20,congruent,71,606.2167747820545,1
20,congruent,72,489.56677364286446,1
20,congruent,73,548.804455493983,1
20,congruent,74,462.8464978112159,1
20,congruent,75,581.5136060224439,1
20,congruent,76,501.1930780292129,1
20,congruent,77,2335.53532155244,1
20,congruent,78,663.2213962265278,1
20,congruent,79,683.3689031848724,1
20,congruent,80,662.976853440313,1
20,congruent,81,529.5313904122113,1
20,congruent,82,616.6125618445658,1
20,congruent,83,648.1409303649406,1
20,congruent,84,500.3655897759597,1
20,congruent,85,412.3772712986594,1
20,congruent,86,677.2584391047861,1
20,congruent,87,715.8181899041155,1
20,congruent,88,522.6405765214043,1
20,congruent,89,689.26049302214,1
20,congruent,90,845.3405109921184,1
20,congruent,91,709.6916859034291,1
20,congruent,92,460.6681068480487,1
20,congruent,93,762.1238964964527,1
20,congruent,94,878.6708599030953,1
20,congruent,95,592.2696550581611,1
20,congruent,96,444.279540731103,1
20,congruent,97,507.18545668770287,1
20,congruent,98,534.471425392438,1
20,congruent,99,733.7372134962075,1
20,congruent,100,729.9887806078252,1
20,incongruent,1,2343.782504311133,1
20,incongruent,2,834.4544037502251,1
20,incongruent,3,614.729869711125,1
20,incongruent,4,895.5247548219095,1
20,incongruent,5,498.72014159476555,1
20,incongruent,6,760.9116128175738,1
20,incongruent,7,1937.2395305834261,1
20,incongruent,8,188.0848947961827,1
20,incongruent,9,731.87194953282,1
20,incongruent,10,766.2698593409784,1
20,incongruent,11,622.4494852306408,1
20,incongruent,12,888.0457863277875,1
20,incongruent,13,883.217888207439,1
20,incongruent,14,556.137061390038,1
20,incongruent,15,2336.9410990015413,1
20,incongruent,16,804.4969782294696,1
20,incongruent,17,852.3477254749995,1
20,incongruent,18,857.6384809297856,1
20,incongruent,19,514.5723542513203,1
20,incongruent,20,725.0149998642544,0
20,incongruent,21,685.3449524455845,1
20,incongruent,22,920.6461018207649,0
20,incongruent,23,780.1967944398285,1
20,incongruent,24,584.678379123525,1
20,incongruent,25,763.4945906015942,1
20,incongruent,26,596.0295908525967,1
20,incongruent,27,711.3355770433151,1
